"","age","gender","imp","comp","severity","group"
"960",59,"nő",22,0,0,"CB non-problematic"
"961",44,"nő",44,5,4,"CB non-problematic"
"962",26,"nő",34,2,5,"CB non-problematic"
"963",30,"nő",50,4,5,"CB non-problematic"
"964",20,"nő",37,0,0,"CB non-problematic"
"965",28,"nő",25,0,2,"CB non-problematic"
"966",35,"nő",34,0,0,"CB non-problematic"
"967",21,"nő",33,10,4,"CB non-problematic"
"968",19,"nő",41,12,3,"CB non-problematic"
"969",33,"nő",31,2,3,"CB non-problematic"
"970",34,"nő",46,7,7,"CB non-problematic"
"971",38,"nő",32,2,7,"CB non-problematic"
"972",20,"nő",39,2,6,"CB non-problematic"
"973",45,"nő",33,7,4,"CB non-problematic"
"974",26,"nő",48,10,7,"CB non-problematic"
"975",19,"nő",51,8,6,"CB non-problematic"
"976",44,"nő",40,2,2,"CB non-problematic"
"977",25,"nő",46,1,7,"CB non-problematic"
"978",37,"nő",41,2,6,"CB non-problematic"
"979",27,"nő",43,0,5,"CB non-problematic"
"980",54,"nő",36,0,3,"CB non-problematic"
"981",48,"nő",47,4,3,"CB non-problematic"
"982",26,"nő",52,3,6,"CB non-problematic"
"983",22,"nő",37,0,5,"CB non-problematic"
"984",61,"nő",35,1,4,"CB non-problematic"
"985",53,"nő",38,1,3,"CB non-problematic"
"986",22,"nő",58,11,5,"CB non-problematic"
"987",28,"nő",43,2,6,"CB non-problematic"
"988",22,"nő",46,11,4,"CB non-problematic"
"989",55,"nő",30,0,2,"CB non-problematic"
"990",29,"nő",47,8,5,"CB non-problematic"
"991",30,"nő",35,10,2,"CB non-problematic"
"992",24,"nő",30,2,6,"CB non-problematic"
"993",24,"nő",41,3,3,"CB non-problematic"
"994",24,"nő",43,5,7,"CB non-problematic"
"995",25,"nő",47,1,6,"CB non-problematic"
"996",20,"nő",37,0,2,"CB non-problematic"
"997",45,"nő",51,7,6,"CB non-problematic"
"998",25,"nő",38,2,4,"CB non-problematic"
"999",33,"nő",41,2,6,"CB non-problematic"
"1000",40,"nő",34,7,7,"CB non-problematic"
"1001",22,"nő",45,15,4,"CB non-problematic"
"1002",62,"nő",34,0,4,"CB non-problematic"
"1003",23,"nő",53,18,5,"CB non-problematic"
"1004",26,"nő",37,4,5,"CB non-problematic"
"1005",55,"nő",37,3,7,"CB non-problematic"
"1006",20,"nő",42,7,4,"CB non-problematic"
"1007",34,"nő",42,6,6,"CB non-problematic"
"1008",46,"nő",45,4,5,"CB non-problematic"
"1009",24,"nő",48,3,2,"CB non-problematic"
"1010",50,"nő",56,16,7,"CB non-problematic"
"1011",29,"nő",41,1,3,"CB non-problematic"
"1012",36,"nő",32,1,2,"CB non-problematic"
"1013",26,"nő",33,0,3,"CB non-problematic"
"1014",31,"nő",39,5,4,"CB non-problematic"
"1015",41,"nő",45,3,6,"CB non-problematic"
"1016",23,"nő",50,0,5,"CB non-problematic"
"1017",23,"nő",45,2,2,"CB non-problematic"
"1018",46,"nő",52,3,6,"CB non-problematic"
"1019",21,"nő",34,4,1,"CB non-problematic"
"1020",32,"nő",35,0,1,"CB non-problematic"
"1021",23,"nő",35,1,7,"CB non-problematic"
"1022",22,"nő",45,8,5,"CB non-problematic"
"1023",21,"nő",37,0,5,"CB non-problematic"
"1024",57,"nő",28,1,4,"CB non-problematic"
"1025",48,"nő",42,4,5,"CB non-problematic"
"1026",24,"nő",44,0,4,"CB non-problematic"
"1027",53,"nő",35,0,3,"CB non-problematic"
"1028",22,"nő",35,3,5,"CB non-problematic"
"1029",30,"nő",26,4,7,"CB non-problematic"
"1030",20,"nő",47,10,3,"CB non-problematic"
"1031",19,"nő",42,1,5,"CB non-problematic"
"1032",28,"nő",36,3,4,"CB non-problematic"
"1033",35,"nő",37,0,4,"CB non-problematic"
"1034",71,"nő",31,0,1,"CB non-problematic"
"1035",32,"nő",46,3,5,"CB non-problematic"
"1036",19,"nő",32,0,2,"CB non-problematic"
"1037",22,"nő",32,3,1,"CB non-problematic"
"1038",27,"nő",38,0,2,"CB non-problematic"
"1039",37,"nő",24,0,0,"CB non-problematic"
"1040",20,"nő",24,0,3,"CB non-problematic"
"1041",19,"nő",37,13,5,"CB non-problematic"
"1042",20,"nő",42,3,1,"CB non-problematic"
"1043",20,"nő",27,7,1,"CB non-problematic"
"1044",20,"nő",42,3,3,"CB non-problematic"
"1045",19,"nő",46,4,3,"CB non-problematic"
"1046",36,"nő",33,2,4,"CB non-problematic"
"1047",25,"nő",36,2,7,"CB non-problematic"
"1048",44,"nő",51,5,6,"CB non-problematic"
"1049",23,"nő",38,5,7,"CB non-problematic"
"1050",26,"nő",31,0,3,"CB non-problematic"
"1051",21,"nő",40,0,3,"CB non-problematic"
"1052",60,"nő",38,1,3,"CB non-problematic"
"1053",22,"nő",50,6,5,"CB non-problematic"
"1054",22,"nő",38,0,4,"CB non-problematic"
"1055",27,"nő",34,0,2,"CB non-problematic"
"1056",43,"nő",41,7,6,"CB non-problematic"
"1057",44,"nő",30,1,1,"CB non-problematic"
"1058",30,"nő",55,1,5,"CB non-problematic"
"1059",46,"nő",41,4,3,"CB non-problematic"
"1060",32,"nő",43,5,3,"CB non-problematic"
"1061",22,"nő",33,2,5,"CB non-problematic"
"1062",20,"nő",40,15,6,"CB non-problematic"
"1063",20,"nő",52,9,4,"CB non-problematic"
"1064",45,"nő",30,1,5,"CB non-problematic"
"1065",38,"nő",23,0,1,"CB non-problematic"
"1066",21,"nő",29,1,4,"CB non-problematic"
"1067",22,"nő",39,2,6,"CB non-problematic"
"1068",65,"nő",35,2,4,"CB non-problematic"
"1069",34,"nő",35,4,3,"CB non-problematic"
"1070",43,"nő",36,2,1,"CB non-problematic"
"1071",21,"nő",38,13,5,"CB non-problematic"
"1072",55,"nő",35,2,5,"CB non-problematic"
"1073",42,"nő",34,5,5,"CB non-problematic"
"1074",44,"nő",31,0,1,"CB non-problematic"
"1075",23,"nő",42,4,7,"CB non-problematic"
"1076",21,"nő",30,5,2,"CB non-problematic"
"1077",26,"nő",34,3,6,"CB non-problematic"
"1078",45,"nő",38,4,4,"CB non-problematic"
"1079",20,"nő",36,2,0,"CB non-problematic"
"1080",37,"nő",42,5,5,"CB non-problematic"
"1081",57,"nő",29,1,3,"CB non-problematic"
"1082",30,"nő",40,6,6,"CB non-problematic"
"1083",57,"nő",33,3,5,"CB non-problematic"
"1084",25,"nő",41,0,6,"CB non-problematic"
"1085",29,"nő",38,2,4,"CB non-problematic"
"1086",33,"nő",44,8,4,"CB non-problematic"
"1087",47,"nő",39,1,0,"CB non-problematic"
"1088",21,"nő",46,2,4,"CB non-problematic"
"1089",19,"nő",51,4,5,"CB non-problematic"
"1090",24,"nő",43,0,0,"CB non-problematic"
"1091",24,"nő",36,1,2,"CB non-problematic"
"1092",24,"nő",31,5,4,"CB non-problematic"
"1093",21,"nő",45,5,5,"CB non-problematic"
"1094",27,"nő",39,4,4,"CB non-problematic"
"1095",49,"nő",36,8,2,"CB non-problematic"
"1096",22,"nő",45,7,4,"CB non-problematic"
"1097",23,"nő",31,12,3,"CB non-problematic"
"1098",19,"nő",NA,0,7,"CB non-problematic"
"1099",38,"nő",40,0,2,"CB non-problematic"
"1100",19,"nő",36,1,5,"CB non-problematic"
"1101",23,"nő",39,1,2,"CB non-problematic"
"1102",27,"nő",36,3,3,"CB non-problematic"
"1103",39,"nő",47,3,4,"CB non-problematic"
"1104",27,"nő",26,3,4,"CB non-problematic"
"1105",41,"nő",37,8,3,"CB non-problematic"
"1106",21,"nő",32,4,3,"CB non-problematic"
"1107",30,"nő",32,3,5,"CB non-problematic"
"1108",32,"nő",34,0,1,"CB non-problematic"
"1109",36,"nő",50,5,4,"CB non-problematic"
"1110",58,"nő",32,5,5,"CB non-problematic"
"1111",46,"nő",33,1,2,"CB non-problematic"
"1112",20,"nő",47,6,5,"CB non-problematic"
"1113",21,"nő",40,1,5,"CB non-problematic"
"1114",22,"nő",25,0,1,"CB non-problematic"
"1115",26,"nő",41,4,5,"CB non-problematic"
"1116",26,"nő",28,3,2,"CB non-problematic"
"1117",20,"nő",50,15,2,"CB non-problematic"
"1118",26,"nő",43,7,7,"CB non-problematic"
"1119",20,"nő",27,0,0,"CB non-problematic"
"1120",22,"nő",34,5,3,"CB non-problematic"
"1121",19,"nő",33,1,3,"CB non-problematic"
"1122",30,"nő",NA,0,3,"CB non-problematic"
"1123",20,"nő",40,9,3,"CB non-problematic"
"1124",27,"nő",31,6,6,"CB non-problematic"
"1125",21,"nő",42,3,7,"CB non-problematic"
"1126",25,"nő",44,6,4,"CB non-problematic"
"1127",19,"nő",41,3,1,"CB non-problematic"
"1128",21,"nő",40,4,2,"CB non-problematic"
"1129",23,"nő",51,1,4,"CB non-problematic"
"1130",45,"nő",35,9,3,"CB non-problematic"
"1131",22,"nő",33,18,4,"CB non-problematic"
"1132",32,"nő",32,1,4,"CB non-problematic"
"1133",38,"nő",34,2,4,"CB non-problematic"
"1134",27,"nő",36,2,3,"CB non-problematic"
"1135",21,"nő",32,1,0,"CB non-problematic"
"1136",23,"nő",37,3,5,"CB non-problematic"
"1137",22,"nő",52,4,2,"CB non-problematic"
"1138",19,"nő",42,1,3,"CB non-problematic"
"1139",22,"nő",45,10,5,"CB non-problematic"
"1140",23,"nő",46,0,2,"CB non-problematic"
"1141",38,"nő",50,4,4,"CB non-problematic"
"1142",45,"nő",33,1,4,"CB non-problematic"
"1143",24,"nő",41,1,6,"CB non-problematic"
"1144",22,"nő",30,4,5,"CB non-problematic"
"1145",26,"nő",43,3,5,"CB non-problematic"
"1146",66,"nő",31,0,2,"CB non-problematic"
"1147",19,"nő",39,2,5,"CB non-problematic"
"1148",21,"nő",56,16,6,"CB non-problematic"
"1149",20,"nő",43,1,3,"CB non-problematic"
"1150",20,"nő",44,5,5,"CB non-problematic"
"1151",31,"nő",45,6,2,"CB non-problematic"
"1152",46,"nő",41,2,1,"CB non-problematic"
"1153",22,"nő",30,2,5,"CB non-problematic"
"1154",22,"nő",40,2,3,"CB non-problematic"
"1155",22,"nő",44,1,5,"CB non-problematic"
"1156",35,"nő",37,1,3,"CB non-problematic"
"1157",31,"nő",32,5,6,"CB non-problematic"
"1158",36,"nő",38,1,3,"CB non-problematic"
"1159",27,"nő",35,8,4,"CB non-problematic"
"1160",23,"nő",NA,5,2,"CB non-problematic"
"1161",36,"nő",37,1,7,"CB non-problematic"
"1162",48,"nő",31,0,0,"CB non-problematic"
"1163",33,"nő",41,0,2,"CB non-problematic"
"1164",26,"nő",32,0,2,"CB non-problematic"
"1165",20,"nő",48,8,7,"CB non-problematic"
"1166",42,"nő",45,3,7,"CB non-problematic"
"1167",22,"nő",38,7,5,"CB non-problematic"
"1168",26,"nő",41,1,3,"CB non-problematic"
"1169",27,"nő",47,5,4,"CB non-problematic"
"1170",20,"nő",41,5,6,"CB non-problematic"
"1171",52,"nő",43,2,5,"CB non-problematic"
"1172",21,"nő",38,3,5,"CB non-problematic"
"1173",22,"nő",51,6,4,"CB non-problematic"
"1174",32,"nő",36,3,6,"CB non-problematic"
"1175",35,"nő",39,2,1,"CB non-problematic"
"1176",29,"nő",45,NA,3,"CB non-problematic"
"1177",29,"nő",46,18,6,"CB non-problematic"
"1178",21,"nő",51,4,6,"CB non-problematic"
"1179",22,"nő",36,2,2,"CB non-problematic"
"1180",23,"nő",47,11,5,"CB non-problematic"
"1181",40,"nő",44,2,6,"CB non-problematic"
"1182",23,"nő",32,11,3,"CB non-problematic"
"1183",22,"nő",42,4,3,"CB non-problematic"
"1184",22,"nő",50,8,3,"CB non-problematic"
"1185",22,"nő",44,6,7,"CB non-problematic"
"1186",34,"nő",36,1,2,"CB non-problematic"
"1187",19,"nő",NA,3,3,"CB non-problematic"
"1188",36,"nő",39,2,4,"CB non-problematic"
"1189",26,"nő",43,0,4,"CB non-problematic"
"1190",25,"nő",32,4,2,"CB non-problematic"
"1191",23,"nő",45,6,2,"CB non-problematic"
"1192",52,"nő",35,1,2,"CB non-problematic"
"1193",51,"nő",38,5,1,"CB non-problematic"
"1194",23,"nő",40,0,0,"CB non-problematic"
"1195",22,"nő",36,7,7,"CB non-problematic"
"1196",22,"nő",46,0,4,"CB non-problematic"
"1197",21,"nő",45,1,5,"CB non-problematic"
"1198",23,"nő",46,0,5,"CB non-problematic"
"1199",62,"nő",35,1,3,"CB non-problematic"
"1200",28,"nő",28,0,1,"CB non-problematic"
"1201",47,"nő",34,0,3,"CB non-problematic"
"1202",20,"nő",40,0,0,"CB non-problematic"
"1203",19,"nő",36,5,5,"CB non-problematic"
"1204",30,"nő",37,1,4,"CB non-problematic"
"1205",19,"nő",35,2,4,"CB non-problematic"
"1206",21,"nő",48,5,2,"CB non-problematic"
"1207",27,"nő",41,5,7,"CB non-problematic"
"1208",56,"nő",42,5,2,"CB non-problematic"
"1209",23,"nő",38,6,5,"CB non-problematic"
"1210",36,"nő",32,1,1,"CB non-problematic"
"1211",25,"nő",30,1,1,"CB non-problematic"
"1212",38,"nő",32,2,2,"CB non-problematic"
"1213",19,"nő",52,6,0,"CB non-problematic"
"1214",20,"nő",38,2,3,"CB non-problematic"
"1215",21,"nő",30,7,3,"CB non-problematic"
"1216",32,"nő",49,8,3,"CB non-problematic"
"1217",41,"nő",27,0,2,"CB non-problematic"
"1218",29,"nő",43,3,6,"CB non-problematic"
"1219",23,"nő",32,0,2,"CB non-problematic"
"1220",19,"nő",40,0,3,"CB non-problematic"
"1221",26,"nő",42,5,4,"CB non-problematic"
"1222",23,"nő",44,1,4,"CB non-problematic"
"1223",28,"nő",43,3,6,"CB non-problematic"
"1224",59,"nő",27,1,4,"CB non-problematic"
"1225",63,"nő",25,0,0,"CB non-problematic"
"1226",68,"nő",35,5,3,"CB non-problematic"
"1227",24,"nő",33,2,4,"CB non-problematic"
"1228",22,"nő",32,3,2,"CB non-problematic"
"1229",39,"nő",40,0,1,"CB non-problematic"
"1230",20,"nő",45,0,7,"CB non-problematic"
"1231",27,"nő",39,1,2,"CB non-problematic"
"1232",28,"nő",39,9,1,"CB non-problematic"
"1233",22,"nő",40,6,1,"CB non-problematic"
"1234",33,"nő",30,0,4,"CB non-problematic"
"1235",23,"nő",43,1,3,"CB non-problematic"
"1236",38,"nő",42,3,6,"CB non-problematic"
"1237",21,"nő",37,3,3,"CB non-problematic"
"1238",44,"nő",41,2,2,"CB non-problematic"
"1239",39,"nő",38,2,3,"CB non-problematic"
"1240",31,"nő",50,2,5,"CB non-problematic"
"1241",43,"nő",48,0,4,"CB non-problematic"
"1242",48,"nő",40,0,2,"CB non-problematic"
"1243",51,"nő",31,7,4,"CB non-problematic"
"1244",20,"nő",51,1,5,"CB non-problematic"
"1245",22,"nő",51,8,4,"CB non-problematic"
"1246",44,"nő",36,3,4,"CB non-problematic"
"1247",21,"nő",55,0,4,"CB non-problematic"
"1248",67,"nő",44,4,3,"CB non-problematic"
"1249",19,"nő",37,5,3,"CB non-problematic"
"1250",19,"nő",36,2,3,"CB non-problematic"
"1251",20,"nő",32,8,8,"CB problematic"
"1252",26,"nő",43,2,8,"CB problematic"
"1253",24,"nő",40,3,9,"CB problematic"
"1254",50,"nő",33,5,10,"CB problematic"
"1255",32,"nő",51,9,8,"CB problematic"
"1256",29,"nő",48,2,9,"CB problematic"
"1257",24,"nő",47,11,9,"CB problematic"
"1258",35,"nő",38,9,8,"CB problematic"
"1259",38,"nő",50,1,8,"CB problematic"
"1260",24,"nő",37,6,8,"CB problematic"
"1261",21,"nő",47,9,8,"CB problematic"
"1262",29,"nő",50,18,9,"CB problematic"
"1263",23,"nő",47,5,11,"CB problematic"
"1264",19,"nő",42,4,8,"CB problematic"
"1265",22,"nő",38,7,11,"CB problematic"
"1266",23,"nő",43,8,9,"CB problematic"
"1267",22,"nő",44,8,8,"CB problematic"
"1268",20,"nő",41,7,8,"CB problematic"
"1269",36,"nő",51,13,15,"CB problematic"
"1270",35,"nő",44,1,10,"CB problematic"
"1271",40,"nő",48,5,9,"CB problematic"
"1272",20,"nő",48,0,8,"CB problematic"
"1273",25,"nő",46,6,8,"CB problematic"
"1274",21,"nő",NA,10,8,"CB problematic"
"1275",36,"nő",33,9,9,"CB problematic"
"1276",30,"nő",39,0,13,"CB problematic"
"1277",19,"nő",51,11,9,"CB problematic"
"1278",23,"nő",36,2,8,"CB problematic"
"1279",28,"nő",48,5,8,"CB problematic"
"1280",65,"nő",38,7,8,"CB problematic"
"1281",48,"nő",42,0,9,"CB problematic"
"1282",19,"nő",NA,2,8,"CB problematic"
"1283",62,"nő",45,3,8,"CB problematic"
"1284",23,"nő",37,7,8,"CB problematic"
"1285",44,"nő",42,5,8,"CB problematic"
"1286",44,"nő",48,1,9,"CB problematic"
"1287",20,"nő",44,6,9,"CB problematic"
"1288",28,"nő",40,11,9,"CB problematic"
"1289",22,"nő",51,9,9,"CB problematic"
"1290",24,"nő",52,7,10,"CB problematic"
"1291",22,"nő",54,24,10,"CB problematic"
"1292",44,"nő",63,1,9,"CB problematic"
"1293",22,"nő",56,6,9,"CB problematic"
"1294",53,"nő",45,10,8,"CB problematic"
"1295",25,"nő",42,2,10,"CB problematic"
"1296",26,"nő",53,5,10,"CB problematic"
"1297",52,"nő",36,1,9,"CB problematic"
"1298",59,"nő",42,9,8,"CB problematic"
"1299",27,"nő",37,18,8,"CB problematic"
"1300",23,"nő",38,1,8,"CB problematic"
"1301",41,"nő",39,4,10,"CB problematic"
"1302",21,"nő",34,0,8,"CB problematic"
"1303",41,"nő",52,17,8,"CB problematic"
"1304",35,"nő",43,0,8,"CB problematic"
"1305",20,"nő",46,8,10,"CB problematic"
"1306",21,"nő",NA,4,10,"CB problematic"
"1307",33,"nő",51,0,8,"CB problematic"
"1308",38,"nő",48,0,8,"CB problematic"
"1309",21,"nő",41,16,8,"CB problematic"
"1310",29,"nő",50,18,10,"CB problematic"
"1311",60,"nő",39,6,8,"CB problematic"
"1312",22,"nő",45,6,9,"CB problematic"
"1313",24,"nő",43,7,8,"CB problematic"
"1314",50,"nő",32,1,8,"CB problematic"
"1315",22,"nő",46,3,9,"CB problematic"
"1316",19,"nő",38,5,8,"CB problematic"
"1317",29,"nő",44,13,8,"CB problematic"
"1318",24,"nő",46,4,7,"CB non-problematic"
"1319",32,"nő",36,1,1,"CB non-problematic"
"1320",35,"nő",43,2,6,"CB non-problematic"
"1321",35,"nő",44,0,8,"CB problematic"
"1322",25,"nő",36,2,10,"CB problematic"
"1323",38,"férfi",70,13,6,"CB non-problematic"
"1324",23,"férfi",53,12,5,"CB non-problematic"
"1325",24,"férfi",42,14,7,"CB non-problematic"
"1326",19,"férfi",50,0,7,"CB non-problematic"
"1327",23,"férfi",35,3,5,"CB non-problematic"
"1328",24,"férfi",57,10,6,"CB non-problematic"
"1329",28,"férfi",47,14,7,"CB non-problematic"
"1330",38,"férfi",61,9,7,"CB non-problematic"
"1331",29,"férfi",56,14,7,"CB non-problematic"
"1332",37,"férfi",48,12,5,"CB non-problematic"
"1333",36,"férfi",44,5,9,"CB problematic"
"1334",28,"férfi",53,6,10,"CB problematic"
"1335",25,"férfi",33,1,8,"CB problematic"
"1336",29,"férfi",51,5,11,"CB problematic"
"1337",28,"férfi",57,2,10,"CB problematic"
"1338",25,"férfi",33,17,9,"CB problematic"
"1339",24,"férfi",45,12,10,"CB problematic"
"1340",27,"férfi",53,11,14,"CB problematic"
"1341",28,"férfi",57,7,12,"CB problematic"
"1342",22,"férfi",50,13,10,"CB problematic"
"1343",24,"férfi",53,10,0,"CB non-problematic"
"1344",33,"férfi",40,0,10,"CB problematic"
"1345",19,"férfi",40,1,9,"CB problematic"
"1346",23,"férfi",47,11,12,"CB problematic"
"1347",21,"férfi",46,1,10,"CB problematic"
"1348",24,"férfi",39,14,12,"CB problematic"
"1349",27,"férfi",52,6,10,"CB problematic"
"1350",19,"férfi",53,5,10,"CB problematic"
"1351",54,"nő",47,4,5,"CB non-problematic"
"1352",21,"nő",46,13,7,"CB non-problematic"
"1353",25,"nő",NA,5,7,"CB non-problematic"
"1354",19,"nő",54,9,6,"CB non-problematic"
"1355",19,"nő",51,5,6,"CB non-problematic"
"1356",29,"nő",31,2,6,"CB non-problematic"
"1357",21,"nő",38,4,6,"CB non-problematic"
"1358",35,"nő",33,2,6,"CB non-problematic"
"1359",21,"nő",49,8,3,"CB non-problematic"
"1360",36,"nő",41,7,6,"CB non-problematic"
"1361",20,"nő",28,3,7,"CB non-problematic"
"1362",23,"nő",49,7,4,"CB non-problematic"
"1363",20,"nő",35,10,7,"CB non-problematic"
"1364",26,"nő",41,8,5,"CB non-problematic"
"1365",43,"nő",48,10,6,"CB non-problematic"
"1366",36,"nő",41,11,6,"CB non-problematic"
"1367",23,"nő",44,6,7,"CB non-problematic"
"1368",19,"nő",48,4,6,"CB non-problematic"
"1369",24,"nő",49,12,7,"CB non-problematic"
"1370",20,"nő",43,9,7,"CB non-problematic"
"1371",19,"nő",55,10,7,"CB non-problematic"
"1372",46,"nő",37,7,6,"CB non-problematic"
"1373",21,"nő",41,4,7,"CB non-problematic"
"1374",33,"nő",53,4,7,"CB non-problematic"
"1375",26,"nő",NA,0,7,"CB non-problematic"
"1376",24,"nő",51,6,0,"CB non-problematic"
"1377",23,"nő",43,6,7,"CB non-problematic"
"1378",22,"nő",43,0,7,"CB non-problematic"
"1379",24,"nő",40,4,7,"CB non-problematic"
"1380",22,"nő",63,13,5,"CB non-problematic"
"1381",21,"nő",47,9,12,"CB problematic"
"1382",30,"nő",50,4,9,"CB problematic"
"1383",21,"nő",40,1,8,"CB problematic"
"1384",22,"nő",40,5,8,"CB problematic"
"1385",24,"nő",40,10,9,"CB problematic"
"1386",47,"nő",53,21,10,"CB problematic"
"1387",32,"nő",42,14,10,"CB problematic"
"1388",30,"nő",47,15,12,"CB problematic"
"1389",25,"nő",46,15,13,"CB problematic"
"1390",27,"nő",52,6,8,"CB problematic"
"1391",25,"nő",56,9,13,"CB problematic"
"1392",64,"nő",54,9,13,"CB problematic"
"1393",38,"nő",49,11,11,"CB problematic"
"1394",22,"nő",46,0,8,"CB problematic"
"1395",19,"nő",49,17,9,"CB problematic"
"1396",26,"nő",41,7,9,"CB problematic"
"1397",27,"nő",39,6,10,"CB problematic"
"1398",21,"nő",32,6,9,"CB problematic"
"1399",28,"nő",50,17,11,"CB problematic"
"1400",23,"nő",43,7,10,"CB problematic"
"1401",20,"nő",46,2,15,"CB problematic"
"1402",23,"nő",43,8,11,"CB problematic"
"1403",32,"nő",49,4,10,"CB problematic"
"1404",59,"nő",41,5,9,"CB problematic"
"1405",37,"nő",41,7,12,"CB problematic"
"1406",20,"nő",48,5,9,"CB problematic"
"1407",21,"nő",38,3,14,"CB problematic"
"1408",22,"nő",56,0,11,"CB problematic"
"1409",29,"nő",41,7,9,"CB problematic"
"1410",24,"nő",55,8,12,"CB problematic"
"1411",24,"nő",50,6,9,"CB problematic"
"1412",26,"nő",39,1,8,"CB problematic"
"1413",19,"nő",42,1,10,"CB problematic"
"1414",42,"nő",47,11,9,"CB problematic"
"1415",19,"nő",50,11,12,"CB problematic"
"1416",20,"nő",46,4,9,"CB problematic"
"1417",20,"nő",51,12,14,"CB problematic"
"1418",19,"nő",48,8,8,"CB problematic"
"1419",26,"nő",33,12,9,"CB problematic"
"1420",32,"nő",50,10,12,"CB problematic"
"1421",25,"nő",48,3,13,"CB problematic"
"1422",35,"nő",30,6,10,"CB problematic"
"1423",31,"nő",50,8,10,"CB problematic"
"1424",22,"nő",50,5,12,"CB problematic"
"1425",27,"nő",47,23,14,"CB problematic"
"1426",25,"nő",43,1,8,"CB problematic"
"1427",19,"nő",30,1,8,"CB problematic"
"1428",20,"nő",60,11,12,"CB problematic"
"1429",28,"nő",46,12,7,"CB non-problematic"
"1430",25,"nő",43,6,4,"CB non-problematic"
"1431",21,"nő",NA,9,7,"CB non-problematic"
"1432",20,"nő",40,5,9,"CB problematic"
"1433",24,"nő",42,3,11,"CB problematic"
"1434",21,"nő",40,4,11,"CB problematic"
"1435",21,"nő",59,4,9,"CB problematic"
"1436",21,"nő",NA,15,11,"CB problematic"
"1437",29,"nő",53,12,11,"CB problematic"
"1438",21,"nő",60,0,11,"CB problematic"
"1439",22,"nő",43,5,8,"CB problematic"
"1440",33,"nő",35,5,10,"CB problematic"
"1441",25,"nő",59,13,8,"CB problematic"
"1442",30,"nő",54,8,13,"CB problematic"
"1443",23,"nő",58,15,12,"CB problematic"
"1444",20,"nő",57,14,9,"CB problematic"
"1445",47,"nő",30,0,8,"CB problematic"
"1446",26,"nő",42,8,9,"CB problematic"
"1447",48,"nő",52,14,14,"CB problematic"
